original_sentence,polite
"user: Why the removal of the citation dealing with coriolis?  Was the proof not within the citation, or was the citation not considered primary?",T
"user: After <url> <url>, all/most of the needs specified have been completed. Do you think its worth re-nominating <url> for FA or GA status?",T
user: I've been meaning to add soundclips to the Suede and Stone Roses articles (3u20134 for each). I can get to it over the weekend; suggestions?,T
user: Hope you get the concerns worked out. Question: Why is the bot using <nowiki><sup>2</sup></nowiki> instead of xb2 ?,T
"user: It's interesting that the ""alternative medicine"" bit was inserted without discussion on 4 Dec. 2010, by my old friend <url>.  What's that about?",T
user: '''Question''' to both of you.  Would it be considered canvassing to notify every participant of the AfD of the discussion at <url> and ask for their input?,T
user: You've not said anything recently; Are you still editing? Is everything OK?,T
"user: OK, lets get a screenshot then. What is your keyboard layout, is it a qwerty keyboard?",T
user: Tips? Something about not feeding?,T
user: Unreliable websites should be avoided altogether as even their citations might be wrong. Do you see a specific problem with the AKC breed standard?,T
"user: Right now on the list of living supercentenarians page, #23 and #25 are both listed as Zhai Xiuying. Which one is which?",T
"user: ... is discouraged, but should redirects be created for situations like <url>? Inclusively, I believe you once told me that something like <url> should be changed per the guideline?",T
"user: I'm somewhat puzzled by your recent edits on the Harper page, which have left two different sets of footnotes.  Could you please explain your rationale for the change?",T
user: What you really need to do if you want an article on 'Do Anything Nice' is to establish its notability. Can you find multiple non-trivial mentions in reliable sources that refer to it?,T
"user: I think you're referring to <url>? For example, <url>?",T
"user: While the cat's away, the mice will play. Am I to assume your tongue is planted firmly in cheek in not writing ""domus mea est domus tua""?",T
"user: Hi, I was wondering why it is that <url> only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",T
"user: He Colfer, just to let you know I changed the headings in name (I think we should avoid making diaries, but order based on activities), but kept (hopefully) the spirit of your changes in tact. How does it look to you?",T
"user: If you are referring to the page blanking, that has been rectified.  What other concerns do have about the content?",T
user: How r u doing? what are u upto these days?...what are your current contribs?,T
"user: But the main question was that would it be a bad idea to make more articles about characters, orginizations and etc. in a book?",T
user: I noticed you reverted a US English speller.  Shouldn't the section <url> actually be spelled ''Tyres'' for internal consistency?,T
user: You said in Terrorism:Talk that a user can be blocked from a particular article.  How could you block all the sockpuppets of that user ?,T
user: I don't understand this <url>. Maybe you can explain what problems you have with the u9806u98a8u76f8u9001 reference?,T
"user: I know <url> is one, what about <url>? Shouldn't it also be a primary topic or are there actual rules which discourage practice of ""all caps""?",T
"user: I removed the hyphen from ""oldest-known"", which is hard to see if you aren't looking for it. Does that answer the question?",T
user: I would never do that without consulting the blocking admin first (and probably I wouldn't either way). What do you say?,T
"user: I.m keen to see your recent abbey article on the main page, but there are no references. Can this be fixed?",T
user: Problem isn't too hard; I'm taking care of it.  Had you discovered <person>?,T
"user: No I don't mean for that article, I mean in general. Because when I pass nominations, the code on the GAN page doesn't work for me, do you have to ill some of the code in?",T
"user: We both seemed to have overlooked R7 and R7.1, they both appear to be equally passing, but I personally feel 7.1 is the preferred one. Thoughts?",T
"user: Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",T
"user: I notice that you're adding <person> to places of histrical significance, but in some cases they are not listed on the <url>.  Are you trying to follow the list, or expanding it to places that perhaps should be on the list?",T
user: Hi Elen. Are you aware that you are currently listed at <url> as inactive?,T
user: <url>. What do you think should be done?,T
"user: Hello, I'm a sysop in <url>, I'm creating an Upload page like English Wikipedia <url>, I've changed file MediaWiki:Licenses/vi-ownwork corresponding to Own work options, but they still display Media:Licenses information. Can you know what problem is?",T
user: Well... actually it is <nowiki><!--commented--></nowiki>. Could it be visible?,T
"user: Do you mean that the envelope allows free ion passage? Or do you mean that the envelope, as a result of its pores, allows ion passage?",T
"user: I couldn't help but notice on your userpage templates for Clive Barker, Child's Play and so on to place on pages related to those subjects. I've never known how to create them, so could you help?",T
user: Thank you for semiprotecting that page.  Why is it that everyone seems to vandalize one page at the same time?,T
"user: Well, I do have one question. If I were to come across a page that I would normally mark as a CSD- like copyright infringement, etc, as an admin can I just delete it or do I need to mark it CSD and ask another opinion?",T
"user: Many people have mentioned this mythical facillity - I've never found it, and assumed it was only available to sysops, which I am not. Is this the case?",T
"user: i took the photo, and if the kludgy licensing template would allow me to license i would. do you actually fix things or tag spam?",T
user: That Brian Boru guy moved <url> to a longer name. Invisible Kid becomes a disambiguation in this instance?,T
"user: Hey, i saw you added <person> some time ago to the pic page. I'm just curious, why do you want it to still be available here?",T
user: Did you see the final messages on that now banned user 100% Christians page? They really show he is 100 percent Christian dont they?,T
"user: I probably would have gotten to Sinnott and Simon eventually, but I started to feel like I was abusing the peer review process. :) Did you see my note in a section above about another user who likes to work on comics creator articles?",T
"user: Per the TFD debate, would you think it a reasonable solution to redirect this e.g. to <person>?",T
"user: I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?",T
user: There are many articles without an infobox image because nobody has found a free alternative. Wasn't there one of Singer at Comic-Con ages ago?,T
"user: Hi, I made on comment on the image page about this being different than Sbarro3 image.  Please... comment?",T
"user: And while I'm on templates, I spotted <url>. Does it affect the ME templates?",T
user: Hi Sukh - gotta request to make. Could you please have a look at this article and its FAC and give it a copyedit?,T
"user: Hi there, seems like your warning to <url> didn't work and the IP user has again removed sourced information on the <url> article. Is it time to block the IP user?",T
user: I am curious why it ends at 3 October 1901. Have there been no rulers of Kabul since then?,T
user: Who inherits the chiefship of <url> now? Does ''legitimatio per subsequens matrimonium'' apply?,T
"user: OK, that one actually was a mistake, I will fix it.  Does ""sool"" mean ""sic"" in Aussiespeak ?",T
"user: Since Maddieson has not himself done any work on Mazahua I would be interested in knowing which source he uses for his Mazahua data. could you put a reference to his references here at the talk page, just for  my curiosity?",T
"user: Is this something that is needed, even though most of the links are still alive? Is there a WP: page describing this and how to do it?",T
user: Well? What do you think?,T
"user: I went to WP:VAND and looked up sneaky vandalism. To qualify for the reward, does it only have to qualify as sneaky or does it have to be ""extra"" sneaky?",T
"user: It would seem to me that this category provides no overall benefit to wiki and only serves as another list of organizations which seem to be targeted by the generally negative tone of LGAT articles. Would it make more sense, or be more proper, to include the relevant categories on the individual articles themselves, rather than have an LGAT category?",T
user: Just asking one quick question since it'll probably be asked at RfA. Do you know the difference between a block and a ban?,T
"user: The Daily Mail has republished pages from the manifesto in full, (<url>) including that of his personal data. Is this the ethical jump you need to use the info on Wikipedia?",T
user: Iu2019ve noticed youu2019ve been removing links in see also sections that have links elsewhere in the article. Iu2019m curious why; doesnu2019t help navigation to have a consolidated list of related articles?,T
"user: Did make me smile....a dreamtime legend of a tiger in WA of all places. Seems a long way to walk, even when there was a land bridge ?",T
"user: I see you originally created this article, so maybe you can sort out what looks like some confusion. The article says that it was created by Diotisalvi, and that the church was known from at least 1113, but the <url> article says that he worked in the second half of the 12th century, and created the <url>, which started in 1152. Did he design both?",T
"user: If you can't back up that I've used it in WP with a diff/evidence, do you feel that it's appropriate to say that I've used the term in the context such as the diff I provided above?  If so, why?",T
"user: I'm sorry, but that does not respond to my question at all. Should I take it to indicate a no?",T
user: I was told by a wikipedian that these following three sources are unreliable <url>. Is that true?,T
"user: Hey, I saw your continued edits to <url> and hoped you were a resident - since I was hoping to get a photograph of the Capitol Theatre in the city. Any chance?",T
user: I've been running into your super stub articles while organizing a category. Are these all FOIA requests?,T
user: Hey. Did you get my last e-mail?,T
user: I think <url> will require checkuser intervention. How do I relist it?,T
user: Can you help patroling <url> page???,T
"user: Hi, yes I love your stats tool too. But could it also cover wikiversity and perhaps the other sister projects?",T
user: It would be even funnier if you did attend the rally but weren't the giant tea bag guy I added to your user page. Did you?,T
user: I note the copyvio tag you placed on <url>. How do readers compare the content at the source you specified with the content of the article text you removed?,T
"user: Josiah, believe me, I understand how you feel, and unless you really feel like it, I don't think you should involve yourself in the dispute, because it seems intractable. My question is more a procedural one: if an RfC doesn't generate consensus, and an edit war continues, what's the next step?",T
user: I tried <url> and it worked for me. What articles did you try using it on?,T
user: There have been no comments for over two weeks at <url>.  Do you think it might be time to make one more post on the math and physics talk pages and then edit the header to say consensus has been reached?,T
user: This is a toughy. Do you think it could be integrated with <url>?,T
user: Rxe9nyi leaves out the other gruesome details and adds the context of the fortress.  Do you know which details are in the most widespread and/or original version of this tale?,T
user: Please see <url>. Should I move the material to the <url> and resubmit the nomination?,T
"user: Just had a look at <url>, and oh dear god. Any interest?",T
user: So both of us already broke 3RR.  Do you want to esclate it?,T
user: I haven't been lately as I've been pretty busy in real life. Is there something you'd like me to check out?,T
"user: Hi Taivo, I'm beginning to have my suspicions that Fellowscientist might be you-know-who from past debates. Am I being paranoid?",T
"user: Do your hardback copies of <url> have a dust jacket (mine doesn't).  If so, does it look like the cover of the 1971 paperback pictured in the article?",T
"user: Huaiwei,  there is this guy HkCaGu who insist that we shouldnt put Tianjin as one of Xiamen Airline's destination from Singapore just because it passes by Xiamen(MF's HUB) however, this is a direct flight from singapore to tianjin via xiamen. what are your views?",T
"user: I don't know, the only thing I can think of is that I changed his name to ""Psycho Derek"" for Wikipedia:CommonName purposes. Or he's in guest stars?",T
"user: Heh, thanks. Do you know of any scripts that might come in handy?",T
"user: So then ""good luck with your upcoming defense"" and ""congratulations"" (assuming it goes well:)? Are you headed somewhere else where you will be able to continue working with students on WP-Chem stuff?",T
user: Replace the 100px with the size you're looking for. Did this help?,T
"user: Hello, Jeff79. Would you weigh in on the above linked discussion regarding an edit you made?",T
user: That's OK &mdash; my pleasure.  Have you tried the IMDb?,T
"user: I think this deserves its own article, as opposed to being in the centrifugal one. Do you have any good sources that describe how it works?",T
user: No problem.  :) Did you see the additional notes on the project talk page about the rest of those books from the 70s?,T
"user: Hi, Wereon - I'm afraid I'm rather amateur at nominating articles for deletion. Where do I start?",T
"user: Hey Dan, I see you around but we haven't talked in a bit. What are you up to these days?",T
user: I seem to have stuffed up creating 4 April 2009 very badly. Can you help?,T
"user: Thank you.  It's a strange hobby, isn't it?",T
"user: No problem, but since I don't know anything about cold fusion, I've had to go by the description. (I've left out the thermistor and heater to keep the diagram simple, I can put them in if you think them important) Is the diagram ok I do you think it needs any changes?",T
"user: Thanks, but I am now having trouble finding it. Any suggestions?",T
"user: Would you be willing to do another pre-FAC review of a different article for me?  Specifically, the ""John J. Tigert"" article?",T
user: Thanks for the redactions :). Is it worth getting a third opinion at the reliable sources noticeboard vis a vis the use of law textbooks for points of law?,T
"user: Hi, what are the technical steps to withdraw a nomination to delete a category? Or more specifically, what template did you use to withdraw your nomination?",T
"user: Hi, <url>. Do you have a suggestion as to how these article make Wikipedia better?",T
user: Hi. I stumbled upon your user page and was wondering if you could offer any tips for creating locator maps... where do you get the 'base' map and what program do you use to fill in the colours?,T
"user: Nice work!  Since you dug up some information on Fahnbulleh, I'm curious u2014 do you know what relation he is to Ambassador Henry Fahnbulleh, whom Tubman accused of an attempted coup?",T
"user: The section starting with '''a philosophical defeat, etc''' is somewhat informal in style.  Could you try to eliminate solecisms when you get a chance?",T
"user: Opps, how come your archive links to the article's talk page archive? I'm going to fix it for you, ok?",T
user: <url> reminded me of a report I want to file about Asad. May I?,T
"user: I am looking for help improving the dermatology content on wikipedia. Would you be willing to help, or do you have any friends interested in derm that would be interested in helping?",T
"user: I never programmed that up because there were so few portal reviews, far fewer even than portal candidates. How often does this happen?",T
user: Interesting. May I venture to enquire why?,T
user: Hi again - it looks like the same user is editing out all the information about Destiny being self-centred again. Is there some way we can stop this user from making these edits?,T
"user: I'm sorry, I'm having trouble understanding your question. Could you try again?",T
"user: Cool, Thanks, do you want to add it to their list? or can I?",T
"user: Thank You. What is ""The Prince of Santorini"" anyway?",T
"user: I was visiting the <url> article again today, and I had the same instinctive reaction to the image, that it is too specific and not representative of all pederastic relationships but only the sexual ones. Would you mind if I changed to something more representative of the practice, like a symposium image?",T
user: Nice.  What SVG editor did you use?,T
user: I'm working on improving the references on Kulwicki's article to get more reliable ones. I've also worked on improving <url>'s article toward GA. Do you know much about drag racing?,T
"user: After looking through a bunch of those, I think the lead should be formatted like this: a paragraph explaining who he is, a paragraph summarizing his life and career, and a paragraph summarizing why he is so great. What do you think?",T
"user: Hi Skully, I've been keeping an eye on your edits over the past few weeks, and I think you should be a admin. Is it alright if I nominated you to be an admin?",T
user: I just saw that after I left this message to you. By speech marks do you mean quotation marks?,T
"user: Also, in accordance with <url>, I think the Turkish Army Corps should be 3rd Corps, 4th Corps, 5th Corps, not III Corps, IV Corps, V Corps. What do you think?",T
user: This is not a suitable candidate for CSD as it asserts notability. May I suggest you consider a <url>?,T
"user: I'd be glad to help, if you like. How should we divide it, by section or by criteria?",T
user: I found <url> whilst looking for something else. Any use to you?,T
user: I was wondering where you got your information for the dice statistics you recently added/changed in <url>.  Can you add a source to those tables?,T
"user: BTW, I translated the page to the best of my ability (my Spanish only carried me so far). Do you speak Portuguese?",T
"user: Hello, it was requested that some of the details be removed so as to make the article a bit more general. Is that ok?",T
"user: There may not be a lot of situations like this, but there will definitely be some. I was wondering if there is any kind of invisible comment that can be added to the article in these situations so that the report doesn't include it, or if you have any other thoughts about how it might be possible to handle this situation?",T
"user: I have found a better citation for reference 7, but am not sure how to insert the page number (p. 97 from the book cited).  Do you know the right format for this?",T
"user: You beat me to the punch with the archaeological discovery.<url>. I'm curious, do you know if any Scottish newspapers reported it?",T
"user: Just a question about the maintenance categories that FemtoBot automatically creates each month: I've noticed that the bot is frequently forced to recreate old, long-deleted monthly categories in the <person> queue, because an article got reverted to an old version for one reason or another and resulted in the old category being temporarily repopulated again. I'm just putting this forward as an idea for discussion, and am certainly not wedded to it u2014 but just to keep things simpler for everyone, I wonder what you would think about the feasibility and/or desirability of recoding the bot so that when it encounters a repopulated old maintenance category, it would retag the article to the ''current'' month instead of recreating the old one?",T
"user: I seem to have adopted this article, since country music and dance are interests of mine. Can you recommend an easy to use bot that would help me in keeping those unwanted links out of the article?",T
"user: Thank you for the links and the explanation. I'd like to help with the project, what did you have in mind?",T
"user: Hi, <url> moved <url> to <url>, and then a bot came in to correct a double redirect so that the page can't simply be moved back again. Can you use your administrative powers to make it so?",T
"user: Sorry for the late reply, but I usually check new additions from the bottom of the page, not the top. What is your disappointment regarding?",T
"user: I want to send you a private message, but you don't have an e-mail address registered with your Wikipedia account. How could I contact you?",T
user: Hi. Is there any chance of getting <url> unblocked from making edits on Wikipedia?,T
"user: OK, I've started the deletion debate at <url>. As a major contributor, would you mind indicating there that you agree with deleting the page?",T
user: Another admin has already deleted the article. Do you need me to restore it for you?,T
user: We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,T
user: I've started an article called <url>. Would you be able to do a good intro paragraph?,T
"user: Slightly more seriously, there's a discussion over at <url> about the lack of non-European info regards torture.  Any chance that in your manifold research on all things psychohistorical you've found something that could be used to expand the section?",T
"user: Katy, good buddy.  Is <url> your lost article?",T
user: Thanks for adding that ref to <url>. I don't suppose your copy of Conway's says anything about the roles and fates of ''Schleswig-Holstein'' or ''Schleisen''?,T
user: Hello. I was wondering if any of the books you have can shed much more light on <url>?,T
user: I have made a Ukrainian version. Were would you like me to email it to?,T
user: You're welcome. Do you have an opinion as to whether they would be worth adding to <url>?,T
user: Sounds like a great idea. Do you want to propose it at the project talk page?,T
user: Anytime. How do you like this closer crop?,T
"user: |} Thanks! Did you know its one week to Halloween, will you be there?",T
"user: Thanks for blocking this user -- he promptly erased the warnings on his talk page (I put them back).  I guess a block doesn't automatically block the talk page, huh?",T
"user: Hi, I see you were involved in creating the ship infobox. Would you be interested in creating an infobox for windmills so that I could use it on individual windmill articles?",T
"user: Thanks; what should I do next time to make it easier, quicker?  Just let you know?",T
"user: I think the article needs work. For example, I think ""U.S. late 1980s - 1990s"" should after ""Detroit sound."" ""UK 1990s"" should after ""U.S. late 1980s - 1990s."" What do you think?",T
"user: When I wrote <url> I was not quite sure if it was a synonym of <url>, and hence did not perform a merge. Could you clarify if they are indeed the same, and if so whether we should merge the articles?",T
user: I need to read more about what exactly a pastoral opera is supposed to be. Perhaps it should be a supercategory?,T
"user: My graphics editing skills aren't up to the creation of a map such as this from scratch, but I could probably do an adequate job of removing the red and orange lines and the related entries in the map legend. Would it be useful for me to take a whack at that?",T
"user: Hi, thanks for letting me know about my signature not being linked. I tried to save the settings in preferences - did it work?",T
"user: Oh, that's because I only copyedited a tiny section of the article. Should I still count that as a yes?",T
user: Yes please! Buffing up ''<url>'' to at least reflect a bit better on current state-of-play-taxonomically would be good :) Any Reliable Sources call it a <url> ?,T
"user: Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?",T
user: I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,T
"user: Hey Alex... I just emailed a United Kingdom professor, intending to email a University of Kentucky professor. If he expresses interest, are you the person he should talk to?",T
user: Wonderful! :) Do you particularly like to work on comics creators' articles?,T
"user: Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?",T
user: Would you mind doing the same for <url>?,T
"user: Just one more thing: The <url>' logo was re-made as a vector image a little while ago, but the colors (especially the skin), really seem to be off. Can you fix it?",T
"user: I think I updated the pharmacology project banner to put C-class articles into the appropriate category (previously, it was putting them into the unassessed class. If you want to double-check, that would be great; I think it may take a little while for it to update the articles?",T
"user: Hi Royalbroil, I can't seem to find a hook I entered in DYK Feb 24, it's about the novel <url>, along with suggestions from other eds. Can you find what happened to it, please?",T
user: Out of curiosity what are you testing? How are things going?,T
user: thanks for the welcome! I have a question... how come you can't edit the article about Whales?,T
"user: Is 10 months sufficient time to relist a AFD?  Not too soon, correct?",T
"user: Hello Alex! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?",T
user: I really like the template you used at <url> but it dosen't seem to exist on the  WP:Vandalism page. Where can I grab it?,T
"user: My post above was a helpful hint about following DYK as a whole, not about the nomination process. Would you mind posting your post under a new heading, as it seems to have little to do with what I was saying and seems to be changing the subject?",T
user: I would specifically appreciate an outside view at the thread <url>.  What do you feel is the appropriate action?,T
"user: On a related note, I went through your recent article-work, and saw nothing wrong with your contributions. I was wondering, would you like me to grant your account <url> to make it easier to revert vandalism when you come across it?",T
"user: Alternatively, maybe the second column could be '''Country of origin''' and Rosen could simply be denoted USA/Poland, while Pillsbury would be USA/USA, without his US State being mentioned - it would be less confusing I think. Any thoughts?",T
"user: That's OK &mdash; I just wondered if you had a new translation that used ""on"".  Where are you studying philosophy, by the way?",T
"user: Yes, it is a matter of civility.  Do you think a year would be better?",T
"user: Hi, I hadn't realized that you had made a revert on redirecting this.  Could you see my comments on <url>?",T
"user: Unfortunately, I have no clue what you mean.  Can you point me to a page that has such a feature?",T
"user: I had an editorial dispute with a user called <url><, but I'm not responding to him anymore as it seems to escalate into heated arguments. If he keeps messaging, would it be ok if I got back in touch with you and you had a word with him?",T
"user: Hi, Google found your start at a Bayt Nuba article.  Do you want help?",T
"user: Hi, I'd like to help you with the image you just uploaded to the <url> article.  Can you tell me where you found it?",T
user: Thanks for that - very nicely commented code (rare to see)! It seems to need a table to be set up - do you have the schema or sql for that handy?,T
user: I look forward to your genre plan. What do you have in mind?,T
"user: Presumably the CfD will be inconclusive. Given the technical issues, perhaps an RfC might be more helpful?",T
user: David Sprenkle was at the University of Illinois in 1982 (at least part of it) while I was there.  Were you there too?,T
user: On the mediation page you made a number of statements that I said I would like to discuss with you. Would you be willing to do that <url>?,T
"user: I am not familiar with the credit card / porn star identity incident you mentioned in AnonEMouse's RFA, but I would like to take a closer look at it.  Could you provide some more direct diffs related to Mouse's involvment?",T
"user: It seems you have been investigating this administrator and have brought up several incidents in your evidence based on that. If possible, could you please link to the feedback that Dreadstar has received as an administrator during/after each of those incidents (and if there was no feedback to any of those incidents, could you please let me know in reply to this)?",T
"user: I see you ended the AfD on <url> and removed the tag.  Will you remove it on the other two articles that were proposed along with it, <url> and <url>?",T
"user: The block seems to no longer be necessary or productive. If I were to bring a motion to get them unblocked, would you support it?",T
"user: Hey, I'm inquiring about my <url> a few months ago for photos from the Flames-Rangers game that took place last week. I've gotten a few of these since then, but just wondering if you remembered and got any shots that would be worth using on here?",T
user: Perhaps you can help me. How do I view the status of a vandalism report I've made?,T
"user: I understand, it could be quite time consuming. Maybe we could do a collab for an article related to Thalia (once I'm finished with some work)?",T
"user: Hi, I am having problems with one of the references you added as it goes to the main page and not to one showing any of the figures on religion. Can you have a look at <url>?",T
"user: It was nominated for speedy deletion because he wasn't notable. However, if I undelete the page, will you improve the article and be able to provide decent sources to help his notability?",T
user: What do you think? Is there a mistake somewhere?,T
"user: I was doing some minor editing on this, and noticed that the date of death in the intro and infobox don't match. Could you take a look at this and see which is correct?",T
user: Yes I am planning to. Is that good?,T
user: I went to <url> and couldn't find it. Can you provide a link?,T
"user: I'm sure that this is not a useful place to discuss the merits of your topic ban, which I think would need a wider audience to overturn. Perhaps you could make a request to the arbitration committee?",T
"user: I was just reminded of my offer to generate a list of uncategorised templates, when I happened across your bot request again.  Are you still interested in such a thing?",T
"user: Thanks for the help on the sides of leather question.  I'm interested in citing the dictionary in the article as a reference for the meaning of ""sides"", but I'd like to have a little more data first u2014 what year's edition of the OED did you cite?",T
"user: Hi, <url> to <url> broke the templates.  Can you fix that, please?",T
"user: The only books by Paul I was able to find were ''Concordia the Lutheran Confessions: A Readers Edition of the Book of Concord'' (Hardcover  - not yet released) and ''Communion fellowship: A resource for understanding, implementing, and retaining the practice of closed communion in the Lutheran parish'' (Unknown Binding - Jan 1, 1992).  Are those his scholarly works?",T
"user: <url> is at it again, adding in the ""in the Premiership"" content you & I successfully merged several weeks ago. Could you perhaps also drop a note on his talk page asking him to stop?",T
user: Thanks!  What type of documentation do you want u2014 an explanation of using the notes feature?,T
"user: On another note, I'm going to assume that you were the one who also added ridership data for various LIRR stations, am I correct? If so, could you kindly point me towards your source?",T
"user: Do you still take photos in Jefferson Parish? If so, would it be alright if I posted some photo requests of some parish high schools?",T
user: I have just put the article to peer review. Would you care to take a look?,T
"user: Thanks for the response.  May I ask, are you a video gamer?",T
user: Noticed you've been holding the fort alone... again :) Thought I'd drop by and say hello. Surely your sanity has reached its limits by now?,T
"user: A quick question, I'd like your opinion on something. Do you think I should put <url> GAN on hold or fail it?",T
"user: I would say you went a few steps further than I did! Does make it easier to find yourself on the page, doesn't it?",T
user: Hi Fropuff. How do you convert your commutative diagrams from LaTeX to PNG?,T
"user: Sorry, I was wondering if the are related to each other or separate organizations? Also is there a difference between North Twillingate and Twillingate?",T
user: Sorry to bother you but theres a report on <url> regarding <url> which has been a target for IP vandalism. I'm only asking directly  because the vandalism is continuing and I'm close to not being able to fight it anymore under policy so can I ask if you could please issue the protection and revert the IP's vandalism back to my last revision?,T
user: Thanks for protecting this. Perhaps no longer needed?,T
"user: Ha, you're too kind to me, my old friend. MK one day, promise?",T
user: It appears that you deleted my comments and vote on <url>. May I ask why?,T
user: That's a good idea. What about army and corps HQs though?,T
user: What are you having a problem with? Are you having trouble with the ssh authentication?,T
user: Okay thanks. Any easy way to determine this?,T
user: Thank you. So what did I do to earn the tea?,T
"user: Wow, thanks for pointing that out. I'm having a bad night, and all the theading... anyway, did I get them all?",T
"user: One more thing if you want, let's talk on the Seinfeld talk page. I think I am taking up your talk page so let's talk there instead, ok?",T
user: Thanks for your input. Would you mind voicing your opinion in the GMC's talk page?,T
user: This is great so far! What do you feel you need help with?,T
"user: Thanks for the redirect help!  Is that something I can do myself in the future, or is that an admin thing?",T
user: Interesting illustration on the PrIze law page of a Zeppelin taking a Norwegian vessel as a prize in 1917.  I wonder whether you could point me to a source for more information on this incident?,T
"user: Thanks for adding the WSL windmill picture. I see you are in Belgium, any chance of adding more pictures to the various lists?",T
user: It looks like the current version of <url> has been reworked since when you built it in July 2005 and references have never been provided.  Do you have any references you can add to the article?,T
"user: And after seeing this talk page, I'll also note that there is no difference between scalars in math, physics and computing, those articles should all be merged together. :-/ Maybe you'd be interested in doing such a merge?",T
user: Interrobang has asked me if I would also help mentor you when he is not around. I said that I would gladly help out if it was ok with you?,T
"user: I'm on it. Instead, could I persuade you to offer comments on the FAC page of <url>?",T
"user: Arguably, listing the former constructors and even the template itself is not necessary. Could we please try reinstating the previous version and see if and how many other folk don't find the decade information useful/intriguing?",T
"user: Since working on the article you wrote, I have become fascinated with this band.  Is any of their music availabe online?",T
"user: Don't worry about it. Take it easy, keep the ranting to a minimum and the productive editing to a maximum :) And you're still not convinced you should get an account?",T
user: Thanks. Any idea how I log into this account?,T
"user: Hi- The Magnificent Clean-keeper- I note that you recently removed a contribution I made to the <url> page, citing lack of ""notability"" as the reason. Iu2019m not saying you where wrong to do so (notability is an important criteria in the Wiki project), however, since the definition of ""notability"" is hard to pin down, could we discuss this particular instance, in greater detail, at some point?",T
"user: Hi I noticed that you changed the category at <url> from ""People from Alabama"" to ""People from Elmore County, Alabama"". Is this appropriate, as Opothleyahola was dead for three years before Elmore county had been organized and had been forcibly removed from the area more than thirty years before?",T
"user: Regarding your time setting, I'm a little unsure what you want to do - there are only two things you can change - the timezone offset from GMT, which you set at the bottom of the screen by selecting the correct offset for your location from the list - I'm guessing Asia/Calcutta would be about right, and the way the date/time is displayed, which you choose from the list of five options at the top of the screen. What problems are you having ?",T
"user: I've been going through <url> and replacing the FiveHorizons.com refs (per Quadzilla99's comments). However, refs 39 and 40 don't seem to appear anywhere else; could you perhaps replace them with more reliable sources if you get the chance?",T
user: Hi again! Have you had a chance to get it lately?,T
user: I restored the lead picture series I like. What do you think?,T
"user: Hi Darwi. Just to ask you as curiosity, how did that debate ended?",T
user: Okay thanks I'll try it! DId you choose the pictures yourself?,T
user: I apologize if I have misunderstood.  Are you not an acknowledged devotee of Prem Rawat?,T
